computer|电脑
clumber|克伦伯长毛垂耳狗
chiaroscuros|（绘画中）明暗对照法( chiaroscuro的名词复数 ); （文学中）对比法，对照法
caesious|青灰色的
capercaillie|[动]北欧产雷鸟之一种
chimb|凸边, 桶板
calathos|(古希腊、古埃及的)花瓶式果篮
conflagrate|燃烧,着火
carinthian|, n. Carinthia的变形
cardiometry|[医] 心力测量法
clitic|附着词素
comique|滑稽角色, 丑角
cravens|(craven 的复数) n. 懦夫, 怯懦者, 胆小鬼
coquetries|卖弄风情, 卖俏, 媚态( coquetry的名词复数 )
chevet|(教堂的)多角室
chancroidal|[医] 软下疳的
cacajao|[医]额猴属
cryosurgeon|低温(或冷冻)外科医生
covenant|契约, 盟约
carabinier|卡宾枪手
curvirostral|[鸟]具曲喙的
cinnamenyl|[化] 苯乙烯基
cardiolysis|[医] 心松解术, 心崩解
conjectured|推测, 猜测, 猜想( conjecture的过去式和过去分词 )
cimbia|[医] 大脑脚横束
crinum|[植]文珠兰属
calixtus|[人名] 卡利克斯特斯
chervil|雪维菜
calmed|（使）平静, （使）镇定( calm的过去式和过去分词 ); 使安静; 使冷静; 使镇定
copyhold|誊本保有权, 登录不动产保有权
cousins|卡曾斯（姓）
cunnilingus|(以舌或唇刺激女性生殖器的行为)舔阴(亦作cunnilinctus)
coagulum|凝结物, 凝固物
clambering|（吃力地）攀登, 攀爬( clamber的现在分词 )
catarrhine|狭鼻类动物
cowbirds|(cowbird 的复数) n. 牛鹂
candescent|白炽的
cowlick|翘着不易压平的一绺头发
cultish|狂热的
cryoscopy|冰点测定学
cartwright|车匠
cacotype|[刷]拙劣的翻印或复制
capillament|[医]花丝
cyclophorus|圆螺属
chorion|绒毛膜, 浆膜, 卵壳
cyclostyle|滚齿轮刻写模版复印机
cultic|cult的变形
criollos|(criollo 的复数) n. 生长于拉丁美洲各国的人, 拉丁美洲繁殖的家畜
creaked|（门）嘎吱作响( creak的过去式和过去分词 )
calcipexy|[医] 钙固定
commandeer|征用, 霸占
cascalho|(巴西一带含钻石或金的)砂石沉积物
coelentera|coelenteron 的复数
crista|[解][动]羽冠, 脊
cairned|cairn的变形
creakiness|creaky的变形
checkrower|方形穴播装置
childbirth|分娩
crapper|<鄙>厕所
chorale|赞美诗
cree|克里语；北美印第安人的克里族
conserves|（含有大块或整块水果的）果酱, 蜜饯( conserve的名词复数 )
casualism|偶然说, 机缘说
contradicter|contradict的变形
coazervation|[化] 聚析
collutory|漱口剂
comanche|科曼契人
crumbed|捏碎, 弄碎（crumb的过去式与过去分词形式）
cloop|扑哧声
cerebrometer|[医] 脑博动描记器, 脑博动计
campaigner|从军者, 老兵, 竞选者
criant|<法>adj.俗艳夺目的
comr|Commissioner 委员, 专员
courser|猎狗, 战马
cherisher|cherish的变形
cleuch|沟谷
coconscious|共存意识的
congeal|(使)冻结, (使)凝结
cpl|中央公共图书馆（Central Public Library）；化学物理实验室（Chemistry and Physics Laboratory）；普通程序语言（Common Programming Language）；计算机程序库（Computer Program Library）；全称电子职业联赛（Cyberathelete Professional League）
contrariety|对立, 矛盾, 相反物
chemosorb|用化学方法吸收
croplands|(cropland 的复数) [经] 农地
catenarian|链状的
celebrations|庆祝( celebration的复数形式 ); 庆祝会（仪式）
cytopyge|胞肛; 细胞肛
classmen|优等升级生；…年级学生
chinatown|唐人街, 中国城
cochlearia|[医] 辣根属(十字花科)
coadjustment|相互调节
cornopean|短号
composts|混合肥料, 堆肥( compost的名词复数 )
cacodaemon|恶鬼, 恶人
comal|烤盘
conjunctiva|结膜
crevasse|裂缝, (堤、坝等的)决口, 崩溃处
contingence|接触
carson|卡尔森（姓氏, 男子名）
collaterals|(collateral 的复数) a. 并行的, 附随的, 旁系的
cowpox|牛痘
chapeless|chape的变形
cashboy|传递现款的小孩
clamatorial|(鸟)京燕的,叫禽类的
councilmen|议员；委员
cratering|缩孔(露底), 陷穴(漆病), 磨顶槽
cormel|[植]新生小球茎
concealable|可隐藏的
coiffeuses|(coiffeuse 的复数) n.<法>(为女子做头发的)女理发师
contractant|签契约的一方,订约人
cunoniaceae|火把树科；南蔷薇科
colytic|[医] 抑制的
chanteuse|音乐会/夜总会的女歌手
ceramal|合金陶瓷
coursing|追赶；奔驰；携带猎犬狩猎
condonement|不咎，默许
curlyhead|有鬈发的人; [植物]淡黄花铁线莲(clematis ochroleuca )
corydon|(田园诗中的)牧童, ,农夫,青年
cambric|麻纱, 细薄布
ciliates|(ciliate 的复数) a. 有睫的, 有纤毛的
calliandra|[网络] 朱缨花属；红绒球；粉扑花属
complicacy|复杂性
caro|[医] 肌, 肉
coinsurer|[法]共同约护人
conveyor|搬运者, 传达者, 转让财产者, 输送机, 输送设备
chinquapin|矮栗, 锥栗
coequally|平等地
caprimulgus|[网络] 夜鹰属；属名；援普通夜鹰
chairlift|（运送滑雪者或游客上, 下上的）升降机
coffering|格子平顶
corinthian|科林斯人, 花花公子, 业余运动家
closings|结束（的）( closing的复数形式 ); 结束（的）, 结语, 论文末尾的结语; （使）关, 关闭( close的现在分词 ); 终止
currentness|趋势; （水、气、电）流
corrie|山侧的圆形凹地
cecile|塞西尔（女子名）
crimper|卷发器, 卷边机, 摺缝机
comebacker|【棒球】(直线击向投手的)地滚球, 回头球
ceder|转让人
corah|[人名] 科拉
cataphracted|古希腊的重装备战船的, 穿甲胄的古罗马军人的
cytophaga|[医] 噬细胞菌属
commentaries|实况报道( commentary的名词复数 ); 评论; 评注; 批评
colas|[建] 沥青乳浊液, 沥青乳胶体
cerviciplex|[医] 颈丛
coiffeur|男理发师
cherty|燧石质, 石英质
candiot|克里特岛之居民
curtained|挂帘子的
concentered|集合
casuistic|决疑的, 诡辩的
ceanothus|美洲茶
capa|斗牛士的红色斗篷
cardiologic|cardiology的变形
coverages|覆盖, 覆盖范围
crenelet|小枪眼
cardplayer|玩牌的人
cornemuse|风笛
colombian|哥伦比亚人
chariotee|四轮双座小马车
colloquiums|(学术)讨论会, (学术讨论会上的)报告
chloridize|用氯化物处理, 氯化
caudated|有尾的, 有尾状附属物的
clares|[人名] 克拉雷斯
cosmogenetic|宇宙发生说的, 宇宙发生论的
carretera|[地名] 公路（西班牙语）
cursors|光标( cursor的复数形式 )
candlepins|保龄球棒；木瓶（用于保龄球游戏中）
cystous|囊的
compactedly|compact的变形
corruptions|(corruption 的复数) n. 腐败, 堕落, 贪污
chapelet|斗式提升机, 链斗传送器, (铸造)撑子
coastwise|沿着海岸, 沿岸
clinopodium|[网络] 风轮菜属；塔花属；风轮草属
citrullin|[生化]瓜氨酸
collogues|密谈；畅谈；密谋
crunchier|发嘎吱嘎吱声的, 易碎的( crunchy的比较级 )
cufflink|（衬衣的）袖扣
colorimeter|色度计, 比色计
cecostomy|[医] 盲肠造口术
cyclide|四次圆纹曲面
cebil|萨贝尔树
caird|流动铜匠, 游民
conferrer|授与人
carless|没有汽车的,无车的,没有被提供汽车
clove|丁香
cen|欧洲标准化委员会（The European Committee for Standardization）
chagga|查加人（东非）
cardiodynia|[医]心痛, 胸痛
cleidohyoid|[医] 锁骨舌骨的
cannons|加农炮, 大炮, 火炮( cannon的名词复数 )
culp|California Union List of Periodicals 加利福尼亚期刊联盟; computer usage list processor 计算机应用表处理机
countlessly|countless的变形
cataclysms|（突然降临的）大灾难( cataclysm的复数形式 )
carragheen|(=cargeen)[植]角叉菜
composting|堆制肥料
capacitive|[电] 电容的
cableways|(cableway 的复数) n. 索道
colossians|歌罗西书(圣经新约之一书)
craal|关着栏栅的部落, 牛栏
cubbing|幼狐之猎取
cranks|思想奇怪的人( crank的名词复数 ); 脾气坏的人; 容易恼怒的人; (L 字形)曲柄
crosspoint|[计] 交叉点, 相交点
coronad|[医] 向冠; 向头顶
constructor|建造者, 造船技师
chocolatier|巧克力生产（或销售）商
coats|外套（coat的复数）
centralist|中央集权主义者
condurrite|砷铜矿
cliented|诉讼委托人, 委托律师诉讼的人；委托人一方；主顾, 顾客
clerking|记账工作
chloroplast|叶绿体
crossfoot|横尺, 横计
concertedly|协调地, 一致地
copestone|(墙)压顶石, 最高潮
cointreau|(原产于法国的)(一杯)橘味白酒
ctr|中心（centre）；计数器（counter）
chippy|枯燥无味的, 身体不舒服的, 易怒的
corrugating|[机] 压波形
crusaders|十字军；十字军战士（crusader的复数）
crudities|粗糙；简陋；未成熟物
communis|[医] 普通的
castigated|严厉责骂、批评或惩罚（某人）( castigate的过去式 )
clavers|闲话；闲谈
codein|[药]可待因(自鸦片中提取的碱质),用以镇痛,镇咳,催眠等
confessable|confess的变形
chasten|惩罚；磨炼；抑制
coccidioides|[医] 球孢子菌属
ceils|装天花板, 装船内格子板( ceil的第三人称单数 )
citrons|(citron 的复数) n. 香橼, 香橼果皮, 香橼色
connectional|连接的, 接通的
carks|使…烦恼；使…忧虑
contemptible|卑鄙的, 可轻蔑的, 不足挂齿的
covenanter|契约者, 盟约者
carpospore|果孢子
chlorococcum|绿球藻属
convoluting|回旋, 卷绕, 盘旋( convolute的现在分词 )
casette|卡式
cycasin|[生化]苏铁素,苏铁苷
coferment|辅酶
chamaedaphne|[网络] 地桂属；矮踯躅属；河塑荛花
capsizing|（船）翻覆, 公司裁员瘦身到无法正常运作的情况
corrugant|[医]收敛的
carryall|一种四轮马车, 军用大轿车, 一种载客汽车, 大提包/箱, 轮式铲运机
chirpiest|嚓嚓叫的, 快活的, 活泼的( chirpy的最高级 )
catasetum|[网络] 须蕊柱；龙须兰属；唇兰属
copepods|桡足类
consommes|清炖肉汤；肉煮的清汤
crotalid|响尾蛇
caudle|病人吃的混合鸡蛋、酒、香料的热饮料/麦糊
coelialgia|(=celialgia)腹痛
clomp|重踏着走
canfuls|(canful 的复数) n. 满罐
chariness|谨慎, 节俭, 吝啬, 存戒心, 怕陌生
cheirospasm|[医] 手痉挛
clastic|碎片的
chaya|[医] 驱虫苋(苋科)
chatoyancy|(宝石、织物等的)闪猫光,变彩
chairwarmer|闲荡汉, 懒汉
calix|杯, 杯状结构
clerestory|天窗, 高侧窗, 长廊, 楼座, 火车车厢顶的通风部分
chippies|(chippy 的复数) a. 枯燥无味的, 身体不舒服的, 易怒的
captainship|首领(或队长)之职, 统率者资格
cardioblast|[动]成心肌细胞
crafter|工匠；气泡孔；焊弧坑；手工者；针眼纸病
canted|有角的, 倾斜的
chrismatite|黄蜡石
crucifixes|耶稣钉在十字架上的苦像( crucifix的名词复数 )
computerite|电脑技术人员, 电脑迷
ceil|装天花板, 装船内衬板
cornflower|矢车菊
crags|悬崖, 峭壁( crag的复数形式 )
cleanser|使清洁的东西, 清洁剂, 清洁工
capilotade|炖碎肉
chrysography|金int.色墨水书法, 用金色墨水书写之文字
coronate|给...加冕
chorded|（数学）弦( chord的过去式和过去分词 ); （乐器）弦; （音乐）和弦; <喻>心弦
coadjutant|协助者, 助手
chiro|chirography 书法; 笔法; chiropractic 脊椎指压治疗法; chiropractor 脊椎指压治疗者
chufa|[建] 铁荸荠
cyclostomate|有圆口的, 圆口动物的
confiscator|没收者, 充公者
culm|(空心)秆, 茎, 灰煤
calorigenic|产生热量的
conductors|<电>导体( conductor的复数形式 ); 售票员; （乐队）指挥; 导管（套管的一种）
chelating|[机] 螫合剂
checkline|靠岸缆索
crookery|不正当行为
chaetodon|[医]蝴蝶鱼
celebes|西里伯斯岛（印尼苏拉威西岛之旧称）
cholerrhagia|[医] 胆汁流出
chickweed|繁缕
cranium|颅, 头盖骨
compositive|合成的, 综合的
cytoplastic|胞体质的, 细胞质的
chimneys|烟囱( chimney的名词复数 ); 烟筒; （岩石间可供攀登的）狭孔; 狭缝
circumflect|使弯成圆形, 加高低音符
chancellory|大臣
corns|鸡眼；玉米（corn的复数）
citrange|[植]枳橙(由枳与甜橙杂交而成)
cupulate|杯形的, 有壳斗的
currants|无核小葡萄干( currant的复数形式 ); 茶藨子属植物（的果实）
condyloid|[解]髁状的
christiania|挪威首都奥斯陆的旧称
convalesced|康复( convalesce的过去式 )
craniosacral|颅骶骨的
coinciding|两件或更多的事情同时发生( coincide的现在分词 ); 想法、意见等相同; 相符; 极为类似
crammers|(crammer 的第三人称 -s形式) n. 搞填鸭式教学的教师, 谎言
champ|大声地嚼, 格格地咬
cygnus|天鹅属
coalbin|煤仓
chondrophyte|软骨赘, 软骨刺
catamites|(catamite 的复数) n. 娈童
caff|茶馆, 小餐馆
connochaetes|角马属
clubfoot|畸形足
cardol|[医] 卡多耳(5-十五碳二烯间苯二酚)
computerizes|用计算机做, 使计算机化( computerize的名词复数 ); 将（资料）存入计算机
cottoned|喜欢（cotton的过去式与过去分词形式）
crossbearer|十字杖捧持者
carissa|[人名] 卡丽莎
countermined|用候敌地道防卫( countermine的过去式和过去分词 ); 将计就计; 以计破计; 对抗
craziest|疯狂的（crazy的最高级）
crapulence|暴饮, 无节制
chauffeurs|受雇于人的汽车司机( chauffeur的名词复数 )
calefacient|增温的, 使暖的
capsomere|[机] 衣壳蛋白亚单位
campiest|装模作样的,不自然的 (最高级)
cappadocian|, n. Cappadocia的变形
crispature|皱纹
cacomixle|蓬尾浣熊
childhoods|童年, 儿童时代( childhood的复数形式 )
cruels|残酷的；残忍的；残暴的；故意使别人遭受痛苦的；以他人的痛苦为乐的；令人痛苦的
chimonanthus|蜡梅属
canebrake|藤丛, 甘蔗丛
cupids|[医]Chiba University Patient Investigation Data System 千叶大学病人观察数据系统[日]
chabasite|[化] 菱沸石
concertise|[主英国英语]＝concertize
censorate|检查机关
chancres|(chancre 的复数) n. 下疳, 初疮
crampon|起重吊钩, 金属钩, 带钉铁的鞋底
cognominal|同名的, 同姓的
churrus|[医] 大麻树脂
censuses|人口普查, 统计( census的复数形式 )
calumnies|诬蔑, 诽谤, 中伤（的话）( calumny的名词复数 )
cabinda|卡宾达(①安哥拉西北部的省 ②该省的省会)
conation|意动, 意图
cts|[计] 清除发送, 同步通信终端, 用户事务处理系统, 对话式终端服务
colliquate|熔［融］化, 溶［熔］解
chaperons|（在社交场所陪伴未婚少女的）女监护人( chaperon的名词复数 )
clerklike|clerk的变形
cocainise|[主英国英语]＝cocainize
cirsotome|[医] 曲张静脉刀
claspers|(clasper 的复数) n. 扣子, 抱茎卷须, 鳍脚
cabstands|(cabstand 的复数) n. 出租车停车场
carpocarpal|[医] 腕腕的
cycadeoid|(已绝灭的) 拟苏铁目( 或本内铁树目) 植物
concertizing|表演, 演出( concertize的现在分词 )
chapes|(chape 的第三人称 -s形式) n. 剑鞘顶部的金属包头, (英)皮带上的活动圈
castrato|被阉的男歌手
calibrating|校准( calibrate的现在分词 ); 使标准化; 使合标准; 测量（枪的）口径
causticize|[化]苛化作用, 腐蚀, 致腐蚀
cline|渐变群, 生态群
cryosphere|低温层
certificated|有授权证书的
clou|中心思想, 最引人处
cryptomeria|柳杉
chrismal|圣油的
comburimeter|燃烧计
contraption|奇妙的装置, 稀奇古怪的玩意儿, 新发明的玩意儿, 外形奇怪的机器/装置
clothesline|晒衣绳
combinable|能结合的
chuttie|<澳口>胶姆糖,口香糖,橡皮糖
calami|省藤属植物, 菖蒲, 羽根( calamus的名词复数 )
connately|原生地
ceramicite|陶土岩
cagayan|卡格扬河
competently|胜任地；适合地
cruised|乘船巡游( cruise的过去式和过去分词 ); 以快而平稳的速度长距离行驶; 巡航; 轻而易举赢得（或获得）
clippings|剪下的碎边；剪报（clipping的复数形式）
contrariwise|反之亦然, 顽固地
caging|制动；闭锁；罩盖；吸持
cockeyed|斗鸡眼的, 歪的, 荒唐的
ciborium|祭坛上的天盖, 有盖圣杯
cozening|(cozen 的现在分词) vt. 欺骗, 瞒
chummily|友好地
clerical|牧师
corcass|河岸沼泽地
cataleptic|全身僵硬症的
cutbank|[地质]陡岸
condom|避孕套
caddish|下流的, 卑鄙的
conferential|商量的
congius|康吉斯(古罗马帝国的液量单位), [药]一加仑
craniology|颅骨学
colossuses|巨像；巨人；巨大的东西
cantatrice|职业女歌手
copen|哥本哈根蓝色
collarband|领子
capillose|针镍矿
chiliastic|chiliasm的变形
coelome|体腔
cara|卡拉（女性人名）
cuscuta|菟丝子属
chased|追捕（chase的过去式与过去分词形式）
